指図のMRP管理者	製造指図/ネットワーク	指図の品目テキスト	計画開始	計画終了	明細カテゴリ	MRP管理者	品目コード	品目テキスト	出庫完了	所要量	出庫済み	所要残（不足数）	出庫保管場所在庫	プラント在庫数量	出庫保管場所	棚番	購買グループテキスト	仕入先コード	仕入先名称	購買依頼	購買発注量	購買発注登録日	指定納期	回答納期	入庫日付	購買伝票	常備の購買発注	MRPタイプ	WBS要素	親WBS要素	親ネットワーク番号	不足品目	利用可能数量
B50	10132940	NSW-21EX   (ﾘｮｳｻﾝ STD)	2025/09/22	2025/10/28	L	900	39001000900	RE1201 AC275V 120Ω 0.1uF ±20%		           20.000	            0.000	           20.000	         1660.000	         1836.000	1120	B2201	高間　奈穂	C01827	（株）三社電機製作所　滋賀工場		            0.000	2025/07/31	2025/09/25	0000/00/00	0000/00/00		4502417082	PD				X	            0.000
B50	10132940	NSW-21EX   (ﾘｮｳｻﾝ STD)	2025/09/22	2025/10/28	L	900	22003009100	G7SA-4A2B DC24V 4A2B ｾﾂﾃﾝAC 2*		           20.000	            0.000	           20.000	           40.000	           40.000	1210	B4001	高間　奈穂	S01561	明治電機工業（株）大阪（営）		            0.000	2025/06/06	2025/09/10	2025/09/10	0000/00/00		4502405771	PD				X	            0.000
B50	10132940	NSW-21EX   (ﾘｮｳｻﾝ STD)	2025/09/22	2025/10/28	L	900	40305009600	ERG2SJ470 2W 47ｵｰﾑ +-5% ﾊﾞﾝﾄﾞ*		           10.000	            0.000	           10.000	         2626.000	         2626.000	1120	B4001	芦田				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD				X	            0.000
B50	10132940	NSW-21EX   (ﾘｮｳｻﾝ STD)	2025/09/22	2025/10/28	L	900	40305040700	ERG2SJ331 2W 330ｵｰﾑ +-5% ﾊﾞﾝﾄ*		           10.000	            0.000	           10.000	         1332.000	         1332.000	1120	B4001	芦田				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD				X	            0.000
B50	10132940	NSW-21EX   (ﾘｮｳｻﾝ STD)	2025/09/22	2025/10/28	L	900	53692230000	TB300B MAX  2MM ﾄﾘﾂｹｱﾅ5.2*D0A*		           40.000	            0.000	           40.000	         2937.000	         3737.000	1210	B4001	谷口　真知子	S00703	品川商工（株）大阪（営）		            0.000	2025/07/01	2025/09/22	2025/09/22	0000/00/00		4502410431	PD				X	            0.000
B50	10132940	NSW-21EX   (ﾘｮｳｻﾝ STD)	2025/09/22	2025/10/28	L	900	EBA514400	ﾎﾞｳｼﾞﾝｶﾊﾞ-		           10.000	            0.000	           10.000	          558.000	          558.000	1210	B4001	海外	C01827	（株）三社電機製作所　滋賀工場		            0.000	2025/07/26	2025/09/11	0000/00/00	0000/00/00		4502416030	PD				X	            0.000
B50	10132940	NSW-21EX   (ﾘｮｳｻﾝ STD)	2025/09/22	2025/10/28	L	900	263230121	DSUBｿｹﾂﾄ ｶﾊﾞ- XM2T-0901		           10.000	            0.000	           10.000	          287.000	          287.000	1210	B4002	高間　奈穂				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD				X	            0.000
B50	10132940	NSW-21EX   (ﾘｮｳｻﾝ STD)	2025/09/22	2025/10/28	L	900	50990003700	3021103 ｷｬｯﾌﾟ ﾎﾟﾘﾌﾟﾛﾋﾟﾚﾝ ｶﾞｲｹ*		           10.000	            0.000	           10.000	          250.000	          250.000	1210	B4003	海外	S50022	SANREX CORPORATION		            0.000	2025/07/14	2025/11/12	0000/00/00	0000/00/00		4502413544	PD				X	            0.000
B50	10132940	NSW-21EX   (ﾘｮｳｻﾝ STD)	2025/09/22	2025/10/28	L	900	26323012700	XM2Z0021 ｺﾃｲｸﾞ		           40.000	            0.000	           40.000	          271.000	          271.000	1210	B4004	高間　奈穂				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD				X	            0.000
B50	10132940	NSW-21EX   (ﾘｮｳｻﾝ STD)	2025/09/22	2025/10/28	L	900	30201814600	BN-5701-2-C ﾃｲｺｳｷﾂｷｼｷ AC200-2*		           20.000	            0.000	           20.000	          382.000	          382.000	1210	B4004	高間　奈穂	C01827	（株）三社電機製作所　滋賀工場		            0.000	2025/07/30	2025/10/02	0000/00/00	0000/00/00		4502416793	PD				X	            0.000
B50	10132940	NSW-21EX   (ﾘｮｳｻﾝ STD)	2025/09/22	2025/10/28	L	900	53692231400	TA-314B MAX  2MM ﾄﾘﾂｹｱﾅ5.2MM *		           40.000	            0.000	           40.000	         2343.000	         2343.000	1210	B4004	谷口　真知子				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD				X	            0.000
B50	10132940	NSW-21EX   (ﾘｮｳｻﾝ STD)	2025/09/22	2025/10/28	L	900	54999333800	ｺ-ﾁﾝｸﾞｸﾘﾂﾌﾟ CS-6		           10.000	            0.000	           10.000	          493.000	          493.000	1210	B4004	谷口　真知子				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD				X	            0.000
B50	10132940	NSW-21EX   (ﾘｮｳｻﾝ STD)	2025/09/22	2025/10/28	L	900	63200633700	GABSボード GAボード 0.5mm 30mm 40mm*		           10.000	            0.000	           10.000	           29.000	           29.000	1210	B4004	生島　武				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD				X	            0.000
B50	10132940	NSW-21EX   (ﾘｮｳｻﾝ STD)	2025/09/22	2025/10/28	L	900	22004211300	LY2 AC24V 2C ｾﾂﾃﾝAC 250V ｾﾂﾃﾝ*		           10.000	            0.000	           10.000	           29.000	           29.000	1210	B6001	高間　奈穂	S01561	明治電機工業（株）大阪（営）		            0.000	2025/06/13	2025/09/10	2025/09/10	0000/00/00		4502407171	PD				X	            0.000
B50	10132940	NSW-21EX   (ﾘｮｳｻﾝ STD)	2025/09/22	2025/10/28	L	900	30201116200	BN5701 220V R ﾃｲｺｳｷﾂｷｼｷ ﾃﾝﾄｳA*		           10.000	            0.000	           10.000	           99.000	           99.000	1210	B6001	高間　奈穂	S00091	東亜無線電機（株）		            0.000	2025/05/30	2025/09/10	2025/09/10	0000/00/00		4502404257	PD				X	            0.000
B50	10132940	NSW-21EX   (ﾘｮｳｻﾝ STD)	2025/09/22	2025/10/28	L	900	31971000300	FNQ-R5 5A AC600V ｼﾔﾀﾞﾝKA LR53*		           10.000	            0.000	           10.000	          779.000	          779.000	1210	B6001	桑山				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD				X	            0.000
B50	10132940	NSW-21EX   (ﾘｮｳｻﾝ STD)	2025/09/22	2025/10/28	L	900	31971000300	FNQ-R5 5A AC600V ｼﾔﾀﾞﾝKA LR53*		           20.000	            0.000	           20.000	          779.000	          779.000	1210	B6001	桑山				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD				X	            0.000
B50	10132940	NSW-21EX   (ﾘｮｳｻﾝ STD)	2025/09/22	2025/10/28	L	900	E00A4318400	絶縁シート		           20.000	            0.000	           20.000	           29.000	           29.000	1210	B6001	武村　靖彦				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD				X	            0.000
B50	10132940	NSW-21EX   (ﾘｮｳｻﾝ STD)	2025/09/22	2025/10/28	L	900	22050813100	PYC-A1 ﾎｼﾞｶﾅｸﾞ		           30.000	            0.000	           30.000	         2065.000	         2065.000	1210	B6002	高間　奈穂				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD				X	            0.000
B50	10132940	NSW-21EX   (ﾘｮｳｻﾝ STD)	2025/09/22	2025/10/28	L	900	22050813100	PYC-A1 ﾎｼﾞｶﾅｸﾞ		           50.000	            0.000	           50.000	         2065.000	         2065.000	1210	B6002	高間　奈穂				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD				X	            0.000
B50	10132940	NSW-21EX   (ﾘｮｳｻﾝ STD)	2025/09/22	2025/10/28	L	900	26031000200	F11 ﾀﾝｼｶﾊﾞｰﾀﾞｲ ROHSﾀｲｵｳﾋﾝ		           20.000	            0.000	           20.000	           38.000	           38.000	1210	B6002	高間　奈穂	S00291	旭テック（株）		            0.000	2025/04/03	2025/09/10	2025/09/02	0000/00/00		4502392749	PD				X	            0.000
B50	10132940	NSW-21EX   (ﾘｮｳｻﾝ STD)	2025/09/22	2025/10/28	L	900	26303061000	JEC-9S-3 Dｻﾌﾞｿｹｯﾄ AC/DC250V A*		           20.000	            0.000	           20.000	          640.000	          640.000	1210	B6002	谷口　真知子				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD				X	            0.000
B50	10132940	NSW-21EX   (ﾘｮｳｻﾝ STD)	2025/09/22	2025/10/28	L	900	50801116100	M12ﾖｳ		           40.000	            0.000	           40.000	            1.000	            1.000	1210	B6003	武村　靖彦	S00077	株式会社　北伸		            0.000	2025/07/18	2025/10/08	2025/10/08	0000/00/00		4502414409	PD				X	            0.000
B50	10132940	NSW-21EX   (ﾘｮｳｻﾝ STD)	2025/09/22	2025/10/28	L	900	53999045200	SCH-6 六角頭用ｶﾊﾞｰｷｬｯﾌﾟ M6六角ﾎﾞﾙﾄ用		           20.000	            0.000	           20.000	            4.000	            4.000	1210	B6005	谷口　真知子				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD				X	            0.000
B50	10132940	NSW-21EX   (ﾘｮｳｻﾝ STD)	2025/09/22	2025/10/28	L	900	E3A561400	CTｾﾞﾂｴﾝ		           20.000	            0.000	           20.000	          173.000	          173.000	1210	B6005	岡本　浩				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD				X	            0.000
B50	10132940	NSW-21EX   (ﾘｮｳｻﾝ STD)	2025/09/22	2025/10/28	L	900	42902318500	DE1E3KX222MA4BN01F ｾﾗﾐｯｸｺﾝﾃﾞﾝ*		           40.000	            0.000	           40.000	            0.000	         4026.000	1120	B6006	高間　奈穂				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD				X	            0.000
B50	10132940	NSW-21EX   (ﾘｮｳｻﾝ STD)	2025/09/22	2025/10/28	L	900	N1B157900	NSW21EXｿｳｻﾌﾞｼｰﾄ		           10.000	            0.000	           10.000	           28.000	           28.000	1210	B6006	谷口　真知子				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD				X	            0.000
B50	10132940	NSW-21EX   (ﾘｮｳｻﾝ STD)	2025/09/22	2025/10/28	L	900	53692014600	P5055B ﾌﾟﾂｼﾕﾘﾍﾞﾂﾄ 6N ｲﾛｸﾛ		           60.000	            0.000	           60.000	          138.000	          138.000	1210	B8004	谷口　真知子	S00703	品川商工（株）大阪（営）		            0.000	2025/04/18	2025/09/10	2025/09/10	0000/00/00		4502396676	PD				X	            0.000
B50	10132940	NSW-21EX   (ﾘｮｳｻﾝ STD)	2025/09/22	2025/10/28	L	900	44500017800	D1N60-5070 IF 0.8A VRRM600V		           80.000	            0.000	           80.000	        18664.000	        29579.000	1121	JA26	高間　奈穂	S00101	モリ電子工業（株）		            0.000	2025/08/05	2025/11/18	0000/00/00	0000/00/00		4502417950	PD				X	            0.000
B50	10132940	NSW-21EX   (ﾘｮｳｻﾝ STD)	2025/09/22	2025/10/28	L	900	42507094700	50ME220WX+T DC  50V 220μF*D0A*		           10.000	            0.000	           10.000	         2228.000	         3940.000	1121	JR81	岡本　浩	S01267	（株）ヒラマツ		            0.000	2025/07/04	2025/12/15	2025/12/15	0000/00/00		4502411370	PD				X	            0.000
B50	10132940	NSW-21EX   (ﾘｮｳｻﾝ STD)	2025/09/22	2025/10/28	L	900	24125042900	SCN2S ﾂｳﾃﾞﾝ 80A ｼﾕｾﾂﾃﾝ3A ｺｲﾙA*		           10.000	            0.000	           10.000	            9.000	            9.000	1210	P1	田中	S00086	宝永電機（株）		            0.000	2025/07/17	2025/09/24	2025/09/24	0000/00/00		4502414064	PD				X	            0.000
B50	10132940	NSW-21EX   (ﾘｮｳｻﾝ STD)	2025/09/22	2025/10/28	L	900	26031536000	F2087NE-M6-4P-PKPCT 4P AC660V*		           10.000	            0.000	           10.000	           81.000	          141.000	1210	P1	高間　奈穂				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD				X	            0.000
B50	10132940	NSW-21EX   (ﾘｮｳｻﾝ STD)	2025/09/22	2025/10/28	L	900	33001325500	PF12BS2D-3 1ｿｳ 4P AC200V 50/6*		           10.000	            0.000	           10.000	           10.000	           10.000	1210	P1	岡本　浩	S01726	テラル（株）		            0.000	2025/06/19	2025/09/19	2025/09/19	0000/00/00		4502408417	PD				X	            0.000
B50	10132940	NSW-21EX   (ﾘｮｳｻﾝ STD)	2025/09/22	2025/10/28	L	900	35015615200	ZWS75BAF-24 DC24V DC3.2A 76.8*		           10.000	            0.000	           10.000	          100.000	          100.000	1210	P1	高間　奈穂				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD				X	            0.000
B50	10132940	NSW-21EX   (ﾘｮｳｻﾝ STD)	2025/09/22	2025/10/28	L	900	40322118000	MHS20A221JI 20W 220ｵｰﾑ +-*D0A*		           20.000	            0.000	           20.000	          703.000	          703.000	1210	P1	桑山				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD				X	            0.000
B50	10132940	NSW-21EX   (ﾘｮｳｻﾝ STD)	2025/09/22	2025/10/28	L	900	40322119200	MHS40A750KI 40W 75ｵｰﾑ +-1*D0A*		           20.000	            0.000	           20.000	          745.000	          750.000	1210	P1	桑山	S01153	日本ヘルツ（株）		            0.000	2025/04/03	2025/08/25	2025/08/25	0000/00/00		4502393036	PD				X	            0.000
B50	10132940	NSW-21EX   (ﾘｮｳｻﾝ STD)	2025/09/22	2025/10/28	L	900	42601003900	SS351206PPQ1 DC 350V 20MF*D0A*		           60.000	            0.000	           60.000	          784.000	         1457.000	1210	P1	高間　奈穂	S01944	（株）三ツ波		            0.000	2025/05/20	2025/09/11	2025/11/20	0000/00/00		4502401722	PD				X	            0.000
B50	10132940	NSW-21EX   (ﾘｮｳｻﾝ STD)	2025/09/22	2025/10/28	L	900	42604001800	FX22W682Y ﾃﾞﾝｶｲ DC 450V 6*D0A*		           20.000	            0.000	           20.000	           63.000	           63.000	1210	P1	田中	S01907	エーアイシーテック（株）		            0.000	2025/04/10	2025/09/10	2025/09/10	0000/00/00		4502394890	PD				X	            0.000
B50	10132940	NSW-21EX   (ﾘｮｳｻﾝ STD)	2025/09/22	2025/10/28	L	900	43401304900	CM450DY-24T-300G VCES 1200V V*		           20.000	            0.000	           20.000	           51.000	           51.000	1210	P1	高間　奈穂	S00835	（株）立花エレテック		            0.000	2025/04/03	2025/07/10	2025/10/07	0000/00/00		4502392898	PD				X	            0.000
B50	10132940	NSW-21EX   (ﾘｮｳｻﾝ STD)	2025/09/22	2025/10/28	L	900	455C90060	DKR400AB60 R		           40.000	            0.000	           40.000	          559.000	          635.000	1210	P1	外注				            0.000	2025/08/05	2026/01/10	0000/00/00	0000/00/00		4502418097	PD				X	            0.000
B50	10132940	NSW-21EX   (ﾘｮｳｻﾝ STD)	2025/09/22	2025/10/28	L	900	63200009600	ZCAT-3035-1330 ﾌｪﾗｲﾄ ﾅｲｹｲ13MM*		           10.000	            0.000	           10.000	          568.000	          703.000	1210	P1	高間　奈穂	S00492	神田電子工業（株）		            0.000	2025/05/29	2025/12/23	0000/00/00	0000/00/00		4502403948	PD				X	            0.000
B50	10132940	NSW-21EX   (ﾘｮｳｻﾝ STD)	2025/09/22	2025/10/28	L	900	63200010200	F7555G ﾘﾝｸﾞｺｱ ﾌｧｲﾝﾒｯﾄ ﾅｲｹｲ51.*		           10.000	            0.000	           10.000	          160.000	          160.000	1210	P1	生島　武	S00371	ウメトク（株）		            0.000	2025/05/27	2026/01/21	2026/01/21	0000/00/00		4502403224	PD				X	            0.000
B50	10132940	NSW-21EX   (ﾘｮｳｻﾝ STD)	2025/09/22	2025/10/28	L	900	E0C346000	ｿｳｻﾊﾟﾈﾙ		           10.000	            0.000	           10.000	          206.000	          206.000	1210	P1	海外				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD				X	            0.000
B50	10132940	NSW-21EX   (ﾘｮｳｻﾝ STD)	2025/09/22	2025/10/28	L	900	22050913500	PYFZ-08 ｿｹﾂﾄ 10A 耐圧2250/1min *		           50.000	            0.000	           50.000	          421.000	          421.000	1120	P2	高間　奈穂	C01827	（株）三社電機製作所　滋賀工場		            0.000	2025/07/26	2025/09/25	0000/00/00	0000/00/00		4502416067	PD				X	            0.000
B50	10132940	NSW-21EX   (ﾘｮｳｻﾝ STD)	2025/09/22	2025/10/28	L	900	24125034300	SC-N1 ﾂｳﾃﾞﾝ 50A ｼﾕｾﾂﾃﾝ3A ｺｲﾙA*		           10.000	            0.000	           10.000	           34.000	           40.000	1210	P2	田中				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD				X	            0.000
B50	10132940	NSW-21EX   (ﾘｮｳｻﾝ STD)	2025/09/22	2025/10/28	L	900	25720001000	TBC5071-0110820 1P-125V 2.5AT*		           10.000	            0.000	           10.000	           43.000	           43.000	1210	P2	高間　奈穂				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD				X	            0.000
B50	10132940	NSW-21EX   (ﾘｮｳｻﾝ STD)	2025/09/22	2025/10/28	L	900	35021007300	LDC15F-2-SN DC +15V DC 0.3A D*		           10.000	            0.000	           10.000	         1204.000	         1404.000	1210	P2	田中				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD				X	            0.000
B50	10132940	NSW-21EX   (ﾘｮｳｻﾝ STD)	2025/09/22	2025/10/28	L	900	40177107000	GZG200W300ｵｰﾑ(ROHS) 200W 300ｵ*		           10.000	            0.000	           10.000	          283.000	          283.000	1210	P2	芦田	S01065	日本抵抗器販売（株）		            0.000	2025/06/28	2025/10/16	2025/10/16	0000/00/00		4502410303	PD				X	            0.000
B50	10132940	NSW-21EX   (ﾘｮｳｻﾝ STD)	2025/09/22	2025/10/28	L	900	40322121800	MHS40A100KN 40W 10ｵｰﾑ +-10% A*		           80.000	            0.000	           80.000	          597.000	          597.000	1210	P2	桑山	S01153	日本ヘルツ（株）		            0.000	2025/04/03	2025/09/10	2025/09/10	0000/00/00		4502393039	PD				X	            0.000
B50	10132940	NSW-21EX   (ﾘｮｳｻﾝ STD)	2025/09/22	2025/10/28	L	900	40322122100	MHS40A5R0KN 40W 5ｵｰﾑ +-10% AP ROHSﾀｲｵｳﾋﾝ		           40.000	            0.000	           40.000	          350.000	          350.000	1210	P2	桑山				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD				X	            0.000
B50	10132940	NSW-21EX   (ﾘｮｳｻﾝ STD)	2025/09/22	2025/10/28	L	900	42902009500	SCK78P122D335K-12 DC1200V 3.3*		           10.000	            0.000	           10.000	         1253.000	         1253.000	1210	P2	田中	S00080	双信電機（株）		            0.000	2025/01/21	2025/08/21	2025/08/21	0000/00/00		4502379369	PD				X	            0.000
