品目コード	プラント	品目タイプ	品目St	標準原価	価格単位	１個標準原価	現会計年度	現会計期間	評価クラス	間接費グループ	基本数量単位	調達タイプ	特殊調達タイプ	削除フラグ	品目テキスト	バルク品目	登録日付	登録者	変更日付	変更者	品目グループ	発注単位	NL	プラントレベル削除フラグ	出庫保管場所	入庫保管場所	在庫決定グループ	購買グループ	MRPグループ	MRP管理者	MRPタイプ	日程計画余裕キー	納入予定日数	入庫処理日数	発注点	安全在庫	最小ロットサイズ	最大ロットサイズ	固定ロットサイズ	購買発注丸め数量	組立不良率	製造計画担当	原産国	原産地	利益センタ	原価計算ロットサイズ	原価計算特殊調達タイプ	間接費キー	品目発生源	RoHSフラグ	RoHS日付	RoHSテキスト	安全重要	安全重要テキスト	設計予算材料費	設計予算加工費	図面改訂	該非判定	メーカーコード	メーカ正式名称1	メーカ正式名称2	格上げ区分	工程	適合確認Ver	集団変換後品目コード	GL勘定	棚番	メーカー名	Av	バックフラッシュ	購買発注テキスト
333111110	P300	ROH		456000.000	1000	456.000	2025	001	1200	ZZS310	PC	F			109-319 ﾌｲﾝｶﾞ-ｶﾞ-ﾄﾞ		20090612	SIS008	20250407	MM1055	33		L		3110	3110		504		S90	PD	020	22	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	A		三社ランク指針適合品(RoHS品)			363.00	0.00		Y								154000		ｻﾝﾖｳ D	02		
33311115700	P300	ROH		6400000.000	1000	6400.000	2025	001	1200	ZZS310	PC	F			HS4556V 1ｿｳ AC200V 50/60HZ		20090611	SIS008	20250407	MM1055	33		N		3110	3110	3110	500		S90	PD	080	90	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	E		欧州RoHS適合品(RoHS品)			2024.00	0.00		X	4501625	廣澤精機製作所						154000		ﾋﾛｻﾜｾｲ	02		
33311118200	P300	ROH		5400000.000	1000	5400.000	2025	001	1200	ZZS310	PC	F			109-312 1ｿｳ AC200V 50/60HZ		20121115	SISSYS	20250407	MM1055	ZZZ		N		3110	3110		500		S90	PD	080	37	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X						4565.00	0.00		X	4500115	山洋電気						154000		ｻﾝﾖｳ D	02		
33311133500	P300	ROH		228000.000	1000	228.000	2025	001	1200	ZZS310	PC	F			109-099E ﾌｲﾝｶﾞｰｶﾞｰﾄﾞ .		20090612	SIS008	20250407	MM1055	01-219		L		3110	3110		504		S90	PD	010	22	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	A		三社ランク指針適合品(RoHS品)			159.00	0.00		X	4500115	山洋電気				4		154000		ｻﾝﾖｳ D	02		
33311382200	P300	ROH		4400000.000	1000	4400.000	2025	001	1200	ZZS310	PC	F			9GL1224H102		20100127	SISSYS	20250407	MM1055	ZZZ		L		3110	3110	3110	500		S90	PD	080	80	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	A	2007/03/01	三社ランク指針適合品(RoHS品)			880.00	0.00		X								154000		ｻﾝﾖｳ D	02		生産地：フィリピン　Ｌ／Ｔ６０日船便別
33311386600	P300	ROH		2900000.000	1000	2900.000	2025	001	1200	ZZS310	PC	F			9G1248H101 DC48V 50/60Hz ﾊﾟﾙｽ*		20170928	SISSYS	20250407	MM1055	ZZZ		N		3110	3110		504		S90	PD	040	45	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	A		三社ランク指針適合品(RoHS品)			2520.00	0.00			4500115	山洋電気						154000		ｻﾝﾖｳ D	02		
33311389500	P300	ROH		2000000.000	1000	2000.000	2025	001	1200	ZZS310	PC	F			109P0624S702 ﾊｰﾈｽ加工品 DC24V 1.*		20170331	SISSYS	20250617	PP1150	ZZZ		L		3110	3110		504		S90	PD	010	75	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	E		欧州RoHS適合品(RoHS品)	A	安全重要部品	2000.00	0.00			4500115	山洋電気						154000		ｻﾝﾖｳ D	02		
33412001200	P300	ROH		11420000.000	1000	11420.000	2025	001	1200	ZZS310	PC	F			MRS18-DUL 1ｿｳ 230V 50/60HZ		20090611	SIS008	20230523	MM1051	33		N		3110	3110		502		S90	PD	040	12	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X						12980.00	0.00		Y								154000		ｵﾘｴﾝﾀﾙ	02		2017/5/1時点仕入先回答：終息情報なし。LT情報：30台までLT4。生産地
33412002600	P300	ROH		14400000.000	1000	14400.000	2025	001	1200	ZZS310	PC	F			MRS16BTA 1ｿｳ 100V 50/60HZ		20090611	SIS008	20220401	MM3008	33		N		3110	3110		502		S90	PD	080	4	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X						14432.00	0.00		X								154000		ｵﾘｴﾝﾀﾙ	02		2017/5/1時点仕入先回答：終息情報なし。LT情報：30台までLT4。生産地
33412002800	P300	ROH		16320000.000	1000	16320.000	2025	001	1200	ZZS310	PC	F			MRS16-DTA 1ｿｳ 200V 50/60HZ ｱﾗ*		20090611	SIS008	20240401	MM3005	33		N		3110	3110	3110	500		S90	PD	080	30	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	A		三社ランク指針適合品(RoHS品)			15400.00	0.00		X	4500722	オリエンタルモータ						154000		ｵﾘｴﾝﾀﾙ	02		2017/5/1時点仕入先回答：現状も購入可能。LT情報：30台までLT4。生産
33412010000	P300	ROH		10920000.000	1000	10920.000	2025	001	1200	ZZS310	PC	F			MRE16-DH 1ｿｳ 200V 50/60HZ ｶﾞｰ*		20160712	SISSYS	20230803	MM1005	ZZZ		L		3110	3110	3110	500		S90	PD	080	10	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X						9980.00	0.00			4500722	オリエンタルモータ						154000		ｵﾘｴﾝﾀﾙ	02		2017/5/1時点仕入先回答：終息情報なし。LT情報：10台までLT4。生産地
33412011100	P300	ROH		11440000.000	1000	11440.000	2025	001	1200	ZZS310	PC	F			T-MRE18-DH-G 1ｿｳ 200V 50/60HZ*		20171011	SISSYS	20190621	MM3006	ZZZ		N		3110	3110		502		S90	PD	040	10	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	A		三社ランク指針適合品(RoHS品)			11440.00	0.00			4500722	オリエンタルモータ						154000		ｵﾘｴﾝﾀﾙ	02		
33999000522	P300	ROH		85000.000	1000	85.000	2025	001	1200	ZZS310	PC	F			Oﾘﾝｸﾞ P14 ﾌﾂｿｺﾞﾑ		20090612	SIS008	20241111	MM1041	33		N		3110	3110		503		S90	PD	020	34	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	E		欧州RoHS適合品(RoHS品)			75.00	0.00		X	4500746	小松機工						154000		ｺﾏﾂｷｺｳ	02		
33999000533	P300	ROH		18000.000	1000	18.000	2025	001	1200	ZZS310	PC	F			Oﾘﾝｸﾞ P8 ｼﾘｺﾝｺﾞﾑ		20090612	SIS008	20250718	MM1049	33		L		3110	3110		503		S90	PD	030	24	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	E		欧州RoHS適合品(RoHS品)			20.00	0.00		X	4500856	杉本商事				4		154000		ｽｷﾞﾓﾄS	02		
33999000605	P300	ROH		20000.000	1000	20.000	2025	001	1200	ZZS310	PC	F			Oﾘﾝｸﾞ P3 ｼﾘｺﾝ		20090612	SIS008	20250407	MM1055	33		L		3110	3110		503		S90	PD	040	5	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	A		三社ランク指針適合品(RoHS品)			22.00	0.00		X	4500856	杉本商事						154000		ｽｷﾞﾓﾄS	02		
34605000800	P300	ROH		22200000.000	1000	22200.000	2025	001	1200	ZZS310	PC	F			ONE-2NI0-010 DC24V ﾃﾞｼﾞﾀﾙｺﾝﾄﾛ*		20090611	SIS008	20250407	MM1055	34		N		3110	3110		502		S90	PD	080	24	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X						17490.00	0.00		X	4500104	サギノミヤ						154000		ｻｷﾞﾉﾐﾔ	02		
34613001400	P300	ROH		2000000.000	1000	2000.000	2025	001	1200	ZZS310	PC	F			ST-S6-PB-R1/4 ON 0.05MPA *D0A*		20090612	SIS008	20250407	MM1055	34		L		3110	3110		503		S90	PD	020	40	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	A		三社ランク指針適合品(RoHS品)			1579.00	0.00		Y	4500116	三洋電機						154000		ｻﾝﾖｳ	02		2014/7月よりＩＰＯ調達に切替とGPPより指示（2014/4/3）
34711120600	P300	ROH		3390000.000	1000	3390.000	2025	001	1200	ZZS310	PC	F			PTSC090S ｶﾍﾝ0-90ﾟC Cｾｯﾃﾝ ｶｹﾞﾝ*		20151214	SISSYS	20240401	MM3005	EE		N		3110	3110		503		S90	PD	040	7	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X						2100.00	0.00			4500473	篠原電機						154000	P27-1	ｼﾉﾊﾗ D	02		
34811130200	P300	ROH		630000.000	1000	630.000	2025	001	1200	ZZS310	PC	F			US118BYN ON 75ﾟC ﾄﾞｳｻON ｾﾂﾃﾝ*		20090612	SIS008	20250407	MM1055	34		L		3110	3110		504		S90	PD	010	60	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	X	2006/06/01	RoHS非適合品			715.00	0.00		Y	4500001	旭計器						154000		ｱｻﾋｹｲｷ	02		
34811130400	P300	ROH		630000.000	1000	630.000	2025	001	1200	ZZS310	PC	F			US118BYN ON110ﾟC ﾄﾞｳｻON ｾﾂﾃﾝ  3A ｾﾂﾃﾝAC1		20090611	SIS008	20250407	MM1055	34		L		3110	3110		500		S90	PD	080	52	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	A		三社ランク指針適合品(RoHS品)			715.00	0.00		X								154000		ｱｻﾋｹｲｷ	02		
34811147700	P300	ROH		201000.000	1000	201.000	2025	001	1200	ZZS310	PC	F			OHD3-80M ON 80ﾟC ﾄﾞｳｻON ｾﾂﾃﾝ0.5A ｾﾂﾃﾝAC1		20090612	SIS008	20250407	MM1055	34		L		3110	3110		502		S90	PD	010	90	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	A	2008/02/01	三社ランク指針適合品(RoHS品)	N	有検査部品	170.00	0.00		Y								154000		NECﾄｷﾝ	02		先行手配依頼件名　（株）ヒラマツ
34811402300	P300	ROH		22000000.000	1000	22000.000	2025	001	1200	ZZS310	PC	F			E52P20CN D=3.2 PT ﾎｺﾞｶﾝSUS316*		20131205	SISSYS	20250407	MM1055	ZZZ		N		3110	3110		503		S90	PD	080	120	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X						18040.00	0.00		X	4500914	オムロン						154000		ｵﾑﾛﾝ	02		
34832000201	P300	ROH		58500000.000	1000	58500.000	2025	001	1200	ZZS310	PC	F			ODM300SPTBS		20091130	SISSYS	20250407	MM1055	ZZZ		N		3110	3110		502		S90	PD	050	1	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X						52250.00	0.00		X								154000		ﾄｳｷﾖｳﾘ	02		
34832002102	P300	ROH		54700000.000	1000	54700.000	2025	001	1200	ZZS310	PC	F			ODM300SPTBS ｼﾞﾕﾝｽｲ MAX  60L/M*		20090611	SIS008	20250407	MM1055	34		N		3110	3110		502		S90	PD	030	30	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X						48507.00	0.00		X	4500623	東京流機						154000		ﾄｳｷﾖｳﾘ	02		
34832007600	P300	ROH		44700000.000	1000	44700.000	2025	001	1200	ZZS310	PC	F			ODM300SPT ｼﾞﾕﾝｽｲ MAX  70L/M    ｱﾂﾘﾖｸMAX.		20090611	SIS008	20250407	MM1055	34		N		3110	3110		502		S90	PD	030	30	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X						48070.00	0.00		X								154000		ﾄｳｷﾖｳﾘ	02		
34832009300	P300	ROH		49800000.000	1000	49800.000	2025	001	1200	ZZS310	PC	F			UF103S ｺｳｽｲ､ｼﾞｭﾝｽｲ MIN   *D0A*		20091130	SISSYS	20250407	MM1055	ZZZ		N		3110	3110		500		S90	PD	080	60	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X						24888.00	0.00		X	4500623	東京流機						154000		ﾄｳｷﾖｳﾘ	02		
34833012200	P300	ROH		2150000.000	1000	2150.000	2025	001	1200	ZZS310	PC	F			FAB31-8-3-12C-3  ROHS ｺｲﾙDC24V AIR RC1/4		20090612	SIS008	20250407	MM1055	34		N		3110	3110		503		S90	PD	020	39	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	A		三社ランク指針適合品(RoHS品)			2365.00	0.00		X								154000		C.K.D	02		
34998000700	P300	ROH		84000000.000	1000	84000.000	2025	001	1200	ZZS310	PC	F			LA4A22 ｴｷﾒﾝｹｲﾎｳｷ AC200V 2ｹﾝｼﾕﾂ		20090611	SIS008	20250407	MM1055	34		N		3110	3110		502		S90	PD	020	34	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X						13200.00	0.00		X	4500935	ジーエス・ユアサ						154000		GSﾕｱｻ	02		
35000942100	P300	ROH		19300000.000	1000	19300.000	2025	001	1200	ZZS310	PC	F			MSJ-100-6 1ｺ (日立化成製) ﾅﾏﾘ 100A*		20170907	SISSYS	20211011	MM1041	ZZZ		N		3110	3110		503		S90	PD	010	60	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X						19300.00	0.00			4501218	日立化成						154000		ﾋﾀﾁｶｾｲ	02		
35015049500	P300	ROH		4100000.000	1000	4100.000	2025	001	1200	ZZS310	PC	F			HWS100-24/A DC  24V DC 4.5A 1*		20090612	SIS008	20250617	PP1150	35		L		3110	3110		504		S90	PD	010	180	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	E		欧州RoHS適合品(RoHS品)			4675.00	0.00		Y	4500613	ＴＤＫラムダ				3		154000		TDKﾗﾑﾀ	02		2017/8/30時点仕入先情報：必要時、お問い合わせください。生産地情報：
35015611000	P300	ROH		1030000.000	1000	1030.000	2025	001	1200	ZZS310	PC	F			LFA10F-24-J1		20091209	SISSYS	20250613	MM1005	ZZZ		L		3110	3110		504		S90	PD	080	90	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	A		三社ランク指針適合品(RoHS品)			1815.00	0.00		X								154000		ｺｰｾﾙ	02		
35015617500	P300	ROH		22000000.000	1000	22000.000	2025	001	1200	ZZS310	PC	F			RDS-50-110-5 DC  5V DC 10A 50*		20150907	SISSYS	20250407	MM1055	ZZZ		N		3110	3110		502		S90	PD	010	180	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X						18270.00	0.00		X	4500613	ＴＤＫラムダ						154000		TDKﾗﾑﾀ	02		
35021035500	P300	ROH		1550000.000	1000	1550.000	2025	001	1200	ZZS310	PC	F			LRS-50-24 DC 24V DC 2.2A 52.8*		20221013	SISSYS	20250407	MM1055	ZZZ		L		3110	3110	3110	500		S90	PD	080	60	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X						1500.00	0.00			4710008	ミンウェル						154000		ﾐﾝｳｪﾙ	02		
35026013100	P300	ROH		3963000.000	1000	3963.000	2025	001	1200	ZZS310	PC	F			S8VS-01524 DC  24V DC 0.65A 1*		20200703	SISSYS	20250407	MM1055	ZZZ		N		3110	3110		503		S90	PD	080	60	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X						3500.00	0.00			4500914	オムロン						154000		ｵﾑﾛﾝ	02		
35999004700	P300	ROH		104000.000	1000	104.000	2025	001	1200	ZZS310	PC	F			E402 E402 BATTERYCASE ﾀﾝ4/2ﾎﾝ UM4X2 ROHS		20090612	SIS008	20250407	MM1055	35		L		3110	3110		502		S90	PD	030	30	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	A	2007/03/01	三社ランク指針適合品(RoHS品)			68.00	0.00		X								154000		ﾀﾞｲﾃﾞﾝ	02		
35999011301	P300	ROH		4900000.000	1000	4900.000	2025	001	1200	ZZS310	PC	F			R1A ﾁｸﾃﾞﾝﾁﾖｳ ｼｮｸﾊﾞｲｾﾝ		20130510	SISSYS	20250407	MM1055	ZZZ		N		3110	3110		502		S90	PD	040	20	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X						3500.00	0.00		X	4500935	ジーエス・ユアサ						154000		GSﾕｱｻ	02		
39030003300	P300	ROH		3320000.000	1000	3320.000	2025	001	1200	ZZS310	PC	F			SUM14P011T 1200V 0ｵｰﾑ 0.6MF +*		20110613	SISSYS	20250407	MM1055	ZZZ		L		3110	3110	3110	500		S90	PD	080	90	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	A		三社ランク指針適合品(RoHS品)			3200.00	0.00		X	4500881	双信電機						154000		ｿｳｼﾝ	02		
39030003400	P300	ROH		3320000.000	1000	3320.000	2025	001	1200	ZZS310	PC	F			SUM14P012T 1200V 0ｵｰﾑ 0.6MF +*		20110613	SISSYS	20250407	MM1055	ZZZ		L		3110	3110	3110	500		S90	PD	080	90	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	A		三社ランク指針適合品(RoHS品)			3200.00	0.00		X	4500881	双信電機				3		154000		ｿｳｼﾝ	02		
39050000100	P300	ROH		5000000.000	1000	5000.000	2025	001	1200	ZZS310	PC	F			GL-L1F AC110V AC2000V/M		20091130	SISSYS	20250714	MM1047	ZZZ		N		3110	3110		504		S90	PD	080	60	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	E		欧州RoHS適合品(RoHS品)			4730.00	0.00		X	4500715	音羽電機						154000		ｵﾄﾜD	02		2017/8/30時点仕入先情報：必要時、お問い合わせください。生産地情報：
39050000200	P300	ROH		5000000.000	1000	5000.000	2025	001	1200	ZZS310	PC	F			GL-L2F AC230V AC2000V/M		20090829	SISSYS	20250714	MM1047	ZZZ		N		3110	3110		504		S90	PD	080	60	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	E		欧州RoHS適合品(RoHS品)			4730.00	0.00		X	4500715	音羽電機						154000		ｵﾄﾜD	02		2017/8/30時点仕入先情報：必要時、お問い合わせください。生産地情報：
400011100	P300	ROH		460000.000	1000	460.000	2025	001	1200	ZZS310	PC	F			GG5W 10ｵｰﾑ		20091127	SISSYS	20250407	MM1055	ZZZ		N		3110	3110		504		S90	PD	040	18	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	E		欧州RoHS適合品(RoHS品)			107.00	0.00		Y	4500705	日本抵抗器						154000		ﾆﾂﾃｲ	02		
400011102	P300	ROH		460000.000	1000	460.000	2025	001	1200	ZZS310	PC	F			GG5W 1Kｵｰﾑ		20090611	SIS008	20250407	MM1055	40		N		3110	3110		504		S90	PD	040	18	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	E		欧州RoHS適合品(RoHS品)			105.00	0.00		Y	4500705	日本抵抗器						154000		ﾆﾂﾃｲ	02		
400019525	P300	ROH		425000.000	1000	425.000	2025	001	1200	ZZS310	PC	F			ﾃｲｺｳ  GZG   20W   5ｵｰﾑ AP		20090611	SIS008	20250407	MM1055	40		L		3110	3110		500		S90	PD	080	45	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	A	2007/01/01	三社ランク指針適合品(RoHS品)			154.00	0.00		Y	4500705	日本抵抗器						154000		ﾆﾂﾃｲ	02		
40003015700	P300	ROH		353000.000	1000	353.000	2025	001	1200	ZZS310	PC	F			GZG20W0.05ｵｰﾑ(ROHS) 20W 0.05ｵｰﾑ ROHSﾀｲｵｳ		20090611	SIS008	20250407	MM1055	40		L		3110	3110		504		S90	PD	010	45	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	A		三社ランク指針適合品(RoHS品)			308.00	0.00		Y								154000		ﾆﾂﾃｲ	02		
40003150200	P300	ROH		824000.000	1000	824.000	2025	001	1200	ZZS310	PC	F			GG20W5Kｵｰﾑ 20W 5Kｵｰﾑ ﾊﾞﾝﾄﾞ/ｶﾞ*		20090611	SIS008	20250407	MM1055	40		N		3110	3110		504		S90	PD	030	23	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	E		欧州RoHS適合品(RoHS品)			150.00	0.00		Y	4500705	日本抵抗器						154000		ﾆﾂﾃｲ	02		
40004150100	P300	ROH		783000.000	1000	783.000	2025	001	1200	ZZS310	PC	F			GG30W500ｵｰﾑ 30W 500ｵｰﾑ ROHSﾀｲｵｳﾋﾝ		20090611	SIS008	20250407	MM1055	40		N		3110	3110		504		S90	PD	020	45	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	A	2006/12/01	三社ランク指針適合品(RoHS品)			152.00	0.00		Y								154000		ﾆﾂﾃｲ	02		
40013110300	P300	ROH		434000.000	1000	434.000	2025	001	1200	ZZS310	PC	F			GZG20W10Kｵｰﾑ 20W 10Kｵｰﾑ ROHSﾀｲｵｳﾋﾝ		20090612	SIS008	20250407	MM1055	40		L		3110	3110		504		S90	PD	020	45	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	A		三社ランク指針適合品(RoHS品)			168.00	0.00		Y								154000		ﾆﾂﾃｲ	02		
40014102600	P300	ROH		304000.000	1000	304.000	2025	001	1200	ZZS310	PC	F			GZG30W20Kｵｰﾑ(ROHS) 30W 20Kｵｰﾑ ROHSﾀｲｵｳﾋﾝ		20090612	SIS008	20250407	MM1055	40		L		3110	3110		504		S90	PD	020	45	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	A	2006/02/01	三社ランク指針適合品(RoHS品)			267.00	0.00		Y								154000		ﾆﾂﾃｲ	02		
40014130000	P300	ROH		161000.000	1000	161.000	2025	001	1200	ZZS310	PC	F			GZG30W30ｵｰﾑ 30W 30ｵｰﾑ ﾊﾞﾝﾄﾞ/ｶ*		20090612	SIS008	20250407	MM1055	40		L		3110	3110		504		S90	PD	010	45	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	A		三社ランク指針適合品(RoHS品)			143.00	0.00		Y	4500705	日本抵抗器				5		154000		ﾆﾂﾃｲ	02		
40021102800	P300	ROH		567000.000	1000	567.000	2025	001	1200	ZZS310	PC	F			GHZ5W0.1ｵｰﾑ 5W 0.1ｵｰﾑ ﾊﾞﾝﾄﾞ/ｶ*		20090612	SIS008	20250407	MM1055	40		N		3110	3110		504		S90	PD	080	45	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	E		欧州RoHS適合品(RoHS品)			132.00	0.00		Y	4500705	日本抵抗器						154000		ﾆﾂﾃｲ	02		2015/03/27 2013年にカタログ範囲外は製作不可が基本になったが、過去
40102120100	P300	ROH		1417000.000	1000	1417.000	2025	001	1200	ZZS310	PC	F			GG60W200ｵｰﾑ 60W 200ｵｰﾑ ROHSﾀｲｵｳﾋﾝ		20090612	SIS008	20250407	MM1055	40		N		3110	3110		504		S90	PD	040	45	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	A	2006/10/01	三社ランク指針適合品(RoHS品)			356.00	0.00		Y								154000		ﾆﾂﾃｲ	02		
40107150000	P300	ROH		2832000.000	1000	2832.000	2025	001	1200	ZZS310	PC	F			GG200W50ｵｰﾑ 200W 50ｵｰﾑ ROHSﾀｲｵｳﾋﾝ		20090612	SIS008	20250407	MM1055	40		L		3110	3110		504		S90	PD	030	29	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	A	2007/05/01	三社ランク指針適合品(RoHS品)			601.00	0.00		Y								154000		ﾆﾂﾃｲ	02		
40113150000	P300	ROH		2395000.000	1000	2395.000	2025	001	1200	ZZS310	PC	F			GG1S80W50ｵｰﾑ 80W 50ｵｰﾑ ﾊﾞﾝﾄﾞ/*		20090612	SIS008	20250407	MM1055	40		L		3110	3110		500		S90	PD	080	30	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	E		欧州RoHS適合品(RoHS品)			384.00	0.00		Y	4500705	日本抵抗器						154000		ﾆﾂﾃｲ	02		
40161102900	P300	ROH		278000.000	1000	278.000	2025	001	1200	ZZS310	PC	F			GHZ40W20ｵｰﾑ(ROHS)AP 40W 20ｵｰﾑ AP ROHSﾀｲｵ		20090612	SIS008	20250407	MM1055	40		L		3110	3110		500		S90	PD	080	45	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	A		三社ランク指針適合品(RoHS品)			638.00	0.00		Y								154000		ﾆﾂﾃｲ	02		
40171130000	P300	ROH		250000.000	1000	250.000	2025	001	1200	ZZS310	PC	F			GZG40W30ｵｰﾑ 40W 30ｵｰﾑ ROHSﾀｲｵｳﾋﾝ		20090611	SIS008	20250407	MM1055	40		L		3110	3110		504		S90	PD	080	45	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	A	2007/06/01	三社ランク指針適合品(RoHS品)			239.00	0.00		Y								154000		ﾆﾂﾃｲ	02		
401721199	P300	ROH		445000.000	1000	445.000	2025	001	1200	ZZS310	PC	F			ﾃｲｺｳ  GZG   60W   2Kｵｰﾑ		20090612	SIS008	20250407	MM1055	40		L		3110	3110		504		S90	PD	030	45	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	A		三社ランク指針適合品(RoHS品)			371.00	0.00		Y								154000		ﾆﾂﾃｲ	02		
40173120100	P300	ROH		483000.000	1000	483.000	2025	001	1200	ZZS310	PC	F			GZG80W200ｵｰﾑ 80W 200ｵｰﾑ ﾊﾞﾝﾄﾞ*		20090612	SIS008	20250407	MM1055	40		L		3110	3110	3110	500		S90	PD	080	45	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	A		三社ランク指針適合品(RoHS品)			412.00	0.00		Y	4500705	日本抵抗器				5		154000		ﾆﾂﾃｲ	02		
40174110100	P300	ROH		441000.000	1000	441.000	2025	001	1200	ZZS310	PC	F			GZG100W100ｵｰﾑ 100W 100ｵｰﾑ ﾊﾞﾝ*		20090612	SIS008	20250407	MM1055	40		L		3110	3110		504		S90	PD	010	45	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	A		三社ランク指針適合品(RoHS品)			368.00	0.00		Y	4500705	日本抵抗器				4		154000		ﾆﾂﾃｲ	02		
40175115000	P300	ROH		500000.000	1000	500.000	2025	001	1200	ZZS310	PC	F			GZG120W15ｵｰﾑ 120W 15ｵｰﾑ ﾊﾞﾝﾄﾞ*		20090612	SIS008	20250407	MM1055	40		L		3110	3110		500		S90	PD	080	45	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	E		欧州RoHS適合品(RoHS品)			392.00	0.00		Y	4500705	日本抵抗器						154000		ﾆﾂﾃｲ	02		
